Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Position Error Correction Interval,位置误差补偿插值点间隔,Service,117,,Val,INTEGER32,RW,-2147483648,2147483647,10,-,position_error_correction_interval,Y,Enabled|Disabled,立即,Y,1,0x3627,0x00,Val,INTEGER32,-2147483648,2147483647,10,,插值间隔必须大于补偿值，不然会出现当前位置一会往大走一会往小走的现象。,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1061,2,,,位置误差补偿参数
Position Error Correction Start Index Offset,位置误差补偿起始索引偏移,Service,118,,Val,UNS32,RW,0,999,0,-,position_error_correction_start_index_offset,Y,Enabled|Disabled,立即,Y,1,0x3628,0x00,,,#N/A,#N/A,0,,有效点数+起始索引偏移不可超过1000。,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1063,2,疑问,402DataType?,位置误差补偿参数
Position Error Correction Active Number,位置误差补偿有效点数,Service,119,,Val,UNS32,RW,0,1000,0,-,position_error_correction_active_number,Y,Enabled|Disabled,立即,Y,1,0x3629,0x00,,,#N/A,#N/A,0,,设置0无法开启位置误差补偿功能,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1065,2,疑问,402DataType?,位置误差补偿参数
Force Factor Numerator,力单位转换系数分子,Service,120,,Val,UNS32,RW,1,4294967295,1,-,force_factor_num,Y,Enabled|Disabled,立即,Y,1,0x3635,0x00,,,#N/A,#N/A,1,,,https://hs9e67ygio.feishu.cn/wiki/wikcnEjsBQuz6RI0ZMoq0lmQR3c?from=from_copylink,,1085,2,疑问,402DataType?,单位设置参数
Force Factor Denominator,力单位转换系数分母,Service,121,,Val,UNS32,RW,1,4294967295,1,-,force_factor_den,Y,Enabled|Disabled,立即,Y,1,0x3636,0x00,,,#N/A,#N/A,1,,,https://hs9e67ygio.feishu.cn/wiki/wikcnEjsBQuz6RI0ZMoq0lmQR3c?from=from_copylink,,1087,2,疑问,402DataType?,单位设置参数
Warning Bitmask Segment1,警告位掩码段1,Service,122,,Val,UNS32,RW,0,4294967295,4294967295,-,warning_bitmask_segment1,Y,Enabled|Disabled,立即,Y,1,0x363D,0x00,Val,UNS32,0,4294967295,4294967295,,,,,1099,2,,,GPO输出参数
Warning Bitmask Segment2,警告位掩码段2,Service,123,,Val,UNS32,RW,0,4294967295,4294967295,-,warning_bitmask_segment2,Y,Enabled|Disabled,立即,Y,1,0x363E,0x00,Val,UNS32,0,4294967295,4294967295,,,,,1101,2,,,GPO输出参数
Overtravel Action Mode,超程动作模式,Service,124,,Val,INTEGER16,RW,-32768,32767,0,-,overtravel_action_mode,Y,Disabled,立即,Y,1,0x363F,0x00,Val,INTEGER16,-32768,32767,0,,,,,1102,1,,,
Digital IO Input Auto Trigger Enable,数字IO输入自动触发开关,Service,125,,Val,UNS32,RW,0,4294967295,0,-,digital_io_input_auto_trigger_enable,Y,Disabled,立即,Y,1,0x364D,0x00,Val,UNS32,0,4294967295,0,,,,,1125,2,,,GPO输出参数
Disable Operation Action Mode,失能动作模式,Service,126,,Val,INTEGER16,RW,0,1,0,-,disable_operation_action_mode,Y,Disabled,立即,Y,1,0x605C,0x00,Val,INTEGER16,0,1,0,,,,,61447,1,,,基本控制参数
Halt Action Mode,暂停动作模式,Service,127,,Val,INTEGER16,RW,1,4,1,-,halt_action_mode,Y,Disabled,立即,Y,1,0x605D,0x00,Val,INTEGER16,1,4,1,,,,,61448,1,,,基本控制参数
Position Display Unit,位置显示单位,Service,128,,Val,UNS8,RW,0,255,0,-,position_display_unit,Y,Enabled|Disabled,立即,Y,1,0x365B,0x01,Struct,UNS8,0,255,0,,"0：P
1：deg
2：脉冲当量
3：mm",https://hs9e67ygio.feishu.cn/wiki/wikcngKv2hiKhwkezAYhtxAtYxc#doxcnE6SMQamqcawyqkofuC9BCc,,1148,1,,,单位设置参数
" Velocity Display Unit",速度显示单位,Service,129,,Val,UNS8,RW,0,255,0,-,velocity_display_unit,Y,Enabled|Disabled,立即,Y,1,0x365B,0x02,Struct,UNS8,0,255,0,,"0：RPM
1：P/s
2：deg/s
3：脉冲当量
4：mm/s",https://hs9e67ygio.feishu.cn/wiki/wikcngKv2hiKhwkezAYhtxAtYxc#doxcnY04yAYyYYSq6CYyvRZi7mg,,1149,1,,,单位设置参数
" Acceleration Display Unit",加速度显示单位,Service,130,,Val,UNS8,RW,0,255,0,-,acc_display_unit,Y,Enabled|Disabled,立即,Y,1,0x365B,0x03,Struct,UNS8,0,255,0,,"0：RPM/s
1：P/s^2
2：deg/s^2
3：脉冲当量/s
4：mm/s^2",https://hs9e67ygio.feishu.cn/wiki/wikcngKv2hiKhwkezAYhtxAtYxc#doxcnCIgEeK4sYaCc8QCrFdlnMb,,1150,1,,,单位设置参数
Force Display Unit,力显示单位,Service,131,,Val,UNS8,RW,0,255,0,-,force_display_unit,Y,Enabled|Disabled,立即,Y,1,0x365B,0x04,Struct,UNS8,0,255,0,,"0：uint
1：g",https://hs9e67ygio.feishu.cn/wiki/wikcngKv2hiKhwkezAYhtxAtYxc#doxcnOUAGUYYYUoQuA5oZ2x1Khe,,1151,1,,,单位设置参数
Zero Pulse Output Duration,Z 相输出持续时间,Service,132,,Val,UNS32,RW,0,4294967295,2,ms,zero_pulse_output_duration,Y,Enabled|Disabled,立即,Y,1,0x365C,0x00,Val,UNS32,0,4294967295,2,,,,,1153,2,,,GPO输出参数
Positive Torque Limit Relative,正向力矩限制相对值,Service,133,PTLIMR,Val,REAL32,RW,0,service_param_.system_max_current / motor_param_.motor_cont_current,0,-,positive_torque_limit_relative,Y,Disabled,立即,Y,1000,0x60E0,0x00,Val,UNS16,0,#VALUE!,0,,"0:关闭力矩限制功能
其他值：电机额定电流的百分比",https://hs9e67ygio.feishu.cn/wiki/wikcnSJYnwOL6eBeeDmAEHqbAYc?from=from_copylink,,61606,1,错误,前后数据类型不一致，无法计算402Upplimit,驱动器限制类参数
Positive Torque Limit,正向力矩限制,Service,134,PTLIM,Val,REAL32,RW,0,service_param_.system_max_current,0,mN,positive_torque_limit,Y,Disabled,立即,N,1,,,,,-,-,-,,,,,,,,,
Negative Torque Limit Relative,负向力矩限制相对值,Service,135,NTLIMR,Val,REAL32,RW,0,service_param_.system_max_current / motor_param_.motor_cont_current,0,-,negative_torque_limit_relative,Y,Disabled,立即,Y,1000,0x60E1,0x00,Val,UNS16,0,#VALUE!,0,,"0：关闭力矩限制功能
其他值：电机额定电流的百分比",https://hs9e67ygio.feishu.cn/wiki/wikcnSJYnwOL6eBeeDmAEHqbAYc?from=from_copylink,,61607,1,错误,前后数据类型不一致，无法计算402Upplimit,驱动器限制类参数
Negative Torque Limit,负向力矩限制,Service,136,NTLIM,Val,REAL32,RW,0,service_param_.system_max_current,0,mN,negative_torque_limit,Y,Disabled,立即,N,1,,,,,-,-,-,,,,,,,,,
Control Signal Source,控制信号来源,App,1,,Val,UNS8,RW,0,255,0,-,control_source,Y,Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Controlled Object,被控对象,App,2,,Val,UNS8,RW,0,255,0,-,controlled_object,Y,Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Motion Profile Type,运动轮廓模式,App,3,,Val,INTEGER16,RW,0,3,0,-,motion_profile_type,Y,Disabled,立即,Y,1,0x6086,0x00,Val,INTEGER16,0,3,0,,"即平滑滤波类型。
0：无滤波。
1：TD滤波。
2：滑动均值滤波",https://hs9e67ygio.feishu.cn/wiki/wikcnTY8QGVpOUfMnpRZW7UzBFh?from=from_copylink,,61514,1,疑问,写入时刻？,基本控制参数
Profile Velocity,轮廓速度,App,4,,Val,REAL32,RW,-service_param_.app_speed_limit,service_param_.app_speed_limit,68266.6,p/s,profile_velocity,Y,Enabled|Disabled,立即,Y,,0x6081,0x00,Val,UNS32,#VALUE!,#VALUE!,0,UU,位置模式下的目标速度,http://轮廓速度,,61505,2,疑问,无法计算402Upplimit和402Lowlimit,速度模式参数
Profile Velocity RPM,轮廓速度(RPM),App,5,,Val,UNS32,RW,0,4294967295,1000,rpm,profile_velocity_rpm,Y,Enabled|Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Profile Acceleration,轮廓加速度,App,6,,Val,REAL32,RW,0,service_param_.app_acc_limit,409600,p/s^2,profile_acc,Y,Enabled|Disabled,立即,Y,,0x6083,0x00,Val,UNS32,0,#VALUE!,0,UU,当前速度上升到目标速度的加速度,https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcnCcIGcyswiQ4oeyn7J617Eh,,61509,2,疑问,无法计算402Upplimit,位置模式参数
Profile Acceleration RPM,轮廓加速度(RPM),App,7,,Val,UNS32,RW,0,4294967295,6000,rpm/s,profile_acc_rpm,Y,Enabled|Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Profile Deceleration ,轮廓减速度,App,8,,Val,REAL32,RW,0,service_param_.app_dec_limit,4096000,p/s^2,profile_dec,Y,Enabled|Disabled,立即,Y,,0x6084,0x00,Val,UNS32,0,#VALUE!,0,UU,,,,61511,2,疑问,无法计算402Upplimit,基本控制参数
Profile Deceleration RPM,轮廓减速度(RPM),App,9,,Val,UNS32,RW,0,4294967295,6000,rpm/s,profile_dec_rpm,Y,Enabled|Disabled,立即,N,,,,,,-,-,-,,当前速度下降到目标速度的减速度,https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcnwCG6E2qSg0G6Mzi1RhruFc,,,,,,
Interpolation Mode,插值方法,App,10,,Val,INTEGER16,RW,-32768,32767,0,rpm/s,ip_mode,Y,Enabled|Disabled,立即,Y,1,0x60C0,0x00,Val,INTEGER16,-32768,32767,0,-,,,,61470,2,疑问,写入时刻？,
Interpolation Algorithm Coefficient 1,插值算法参数 1,App,11,,Val,INTEGER32,RW,-2147483648,2147483647,0,-,ip_algo_coef1,Y,Enabled|Disabled,立即,Y,1,0x60C1,0x01,Struct,INTEGER32,-2147483648,2147483647,0,-,,,,61581,2,疑问,写入时刻？,
Interpolation Algorithm Coefficient 2,插值算法参数 2,App,12,,Val,INTEGER32,RW,-2147483648,2147483647,0,-,ip_algo_coef2,Y,Enabled|Disabled,立即,Y,1,0x60C1,0x02,Struct,INTEGER32,-2147483648,2147483647,0,-,,,,61583,2,疑问,写入时刻？,
Interpolation Algorithm Coefficient 3,插值算法参数 3,App,13,,Val,INTEGER32,RW,-2147483648,2147483647,0,-,ip_algo_coef3,Y,,立即,N,1,0x60C1,0x03,Struct,INTEGER32,-,-,-,-,,,,,,,,
Interpolation Algorithm Coefficient 4,插值算法参数 4,App,14,,Val,INTEGER32,RW,-2147483648,2147483647,0,-,ip_algo_coef4,Y,,立即,N,1,0x60C1,0x04,Struct,INTEGER32,-,-,-,-,,,,,,,,
Interpolation Time Unit,插值模式时间单位,App,15,,Val,UNS8,RW,0,255,1,-,ip_time_unit,Y,Enabled|Disabled,立即,Y,1,0x60C2,0x01,Struct,UNS8,0,255,1,-,,,,61584,1,疑问,写入时刻？,
Interpolation Time Index,插值模式时间指数,App,16,,Val,INTEGER8,RW,-128,127,-3,-,ip_time_index,Y,Enabled|Disabled,立即,Y,1,0x60C2,0x02,Struct,INTEGER8,-128,127,-3,-,,,,61585,1,疑问,写入时刻？,
PWM Control Basic Frequency,PWM控制基础频率,App,17,,Val,UNS32,RW,-6,-3,16,-,pwm_control_basic_freq,Y,Disabled,立即,Y,1,0x35A6,0x00,Val,UNS32,0,-3,16,HZ,,,,749,2,,,PWM控速模式参数
Analog Control Signal Source,模拟量控制信号源,App,18,,Val,UNS8,RW,0,255,1,Hz,analog_control_signal_source,Y,Enabled|Disabled,立即,Y,1,0x35A8,0x00,Val,UNS8,0,255,1,-,"1：ADC1
2：ADC2",https://hs9e67ygio.feishu.cn/wiki/wikcn9ROIQLcfvG959e6AlYSVEb?from=from_copylink,,751,1,,,模拟量控制模式参数
Torque Slope,力矩上升斜率,App,19,,Val,UNS32,RW,1,2,1000,-,torque_slope,Y,Enabled|Disabled,立即,N,1,0x6087,0x00,Val,UNS32,-,-,-,额定力矩/1000/s,力矩规划值从当前值上升到目标值的斜率,https://hs9e67ygio.feishu.cn/wiki/wikcnzGqWKPzG5N3KcwoHcL1iDc?from=from_copylink,,61516,2,,,
Force Sensor Type,力传感器数据来源,App,20,,Val,UNS8,RW,0,3,0,v,force_sensor_type,Y,Disabled,立即,Y,1,0x358F,0x00,Val,UNS8,0,3,0,,"0：当前电流
1：ADC1
2：ADC2
3：扩展通道",https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnIWe60cYoOYWYquyQe2r9Ce,,540,1,,,力控模式参数
Force Control Mode,力控模式,App,21,,Val,UNS8,RW,0,3,0,-,force_control_mode,Y,Disabled,立即,Y,1,0x3590,0x00,Val,UNS8,0,3,0,,"1：电流控制模式
2：位置控制模式",https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcniCqGkaC4EQsg4iMYDDCsye,,541,1,,,力控模式参数
Force Control Cycle,力控制周期,App,22,,Val,UNS32,RW,0,4294967295,1,-,force_control_cycle,Y,Disabled,立即,Y,1,0x3591,0x00,Val,UNS32,0,4294967295,1,,,,,543,2,,,力控模式参数
Force Sensor Sampling Offset,力传感器采样偏移,App,23,,Val,INTEGER32,RW,-2147483648,2147483647,0,-,force_sensor_sampling_offset,Y,Enabled|Disabled,立即,Y,1,0x3594,0x00,Val,INTEGER32,-2147483648,2147483647,0,,力传感器当前值 = 上一次力传感器当前值 - 力传感器采样偏移,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnikySKQkSUSSQMVSlDoT5Zf,,553,2,,,力控模式参数
Force Sensor Direction,力传感器方向,App,24,,Val,INTEGER8,RW,-128,127,1,-,force_sensor_direction,Y,Disabled,立即,Y,1,0x3595,0x00,Val,INTEGER8,-128,127,1,,正方向：0x01；负方向：0xFF,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcny6ugq82aWS0MgfKNet8BEb,,554,1,,,力控模式参数
Force Parameter Unit,力控参数单位,App,25,,Val,UNS32,RW,0,4294967295,1,-,force_param_unit,Y,Disabled,立即,Y,1,0x3596,0x00,Val,UNS32,0,4294967295,1,,,,,556,2,,,力控模式参数
Homing Method,回零方法,App,26,,Val,INTEGER8,RW,-127,35,0,-,homing_method,Y,Enabled|Disabled,立即,Y,1,0x6098,0x00,Val,INTEGER8,-127,35,0,-,目前支持35种回零方法。支持回零方法-1，-2，1~30，33~35，共35种回零方法。详见2.1.3 回零方法。其中回零方式-1，回零方式-2，回零方式15和回零方式16为堵转回零。,http://回零方法,,61552,1,,,回零模式参数
Homing Speed For Switch Search,回零搜索开关速度,App,27,,Val,REAL32,RW,0,service_param_.app_speed_limit,1,p/s,homing_speed_for_switch_search,Y,Enabled|Disabled,立即,Y,1,0x6099,0x01,Struct,UNS32,0,#VALUE!,1,UU,电机搜索正极限或者负极限开关信号时的运行速度。受应用速度限制值限制。,https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcn0aQO0wgEiiGa8TPzEbyhYe,,61554,2,疑问,无法计算402Upplimit,回零模式参数
Homing Speed For Zero Search,回零搜索零点速度,App,28,,Val,REAL32,RW,0,service_param_.app_speed_limit,1,p/s,homing_speed_for_zero_search,Y,Enabled|Disabled,立即,Y,1,0x6099,0x02,Struct,UNS32,0,#VALUE!,1,UU,电机搜索回零开关时的运行速度。受应用速度限制值限制。,https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcnCAESkkI2ISO8WMztTJR5Fd,,61556,2,疑问,无法计算402Upplimit,回零模式参数
Homing Acceleration,回零加速度,App,29,,Val,REAL32,RW,0,service_param_.app_acc_limit,1,p/s^2,homing_acc,Y,Enabled|Disabled,立即,Y,1,0x609A,0x00,Val,UNS32,0,#VALUE!,1,UU,电机速度从0上升到回零搜索开关速度或者回零搜索零点速度的加速度。受应用加速度限制值限制。,https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcnKaEOOOWMOCQoiqeUQcalMb,,61558,2,疑问,无法计算402Upplimit,回零模式参数
Homing Stall Time,回零检测堵转时间,App,30,,Val,UNS32,RW,1,4294967295,200,ms,homing_stall_time,Y,Enabled|Disabled,立即,Y,1,0x3565,0x00,Val,UNS32,1,4294967295,200,ms,"1、达到堵转检测电流时开始计时，直到持续时间满足回零堵转检测时间时堵转完成。
2、此参数适用于堵转回零：回零方式-1、回零方式-2、回零方式15、回零方式16。其他回零方式下此参数默认200ms，不可修改。",https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcnOAeO2GQkg8aMAfUnHCJ9le,,409,2,,,回零模式参数
Home Offset,回零偏移,App,31,,Val,INTEGER32,RW,-2147483648,2147483647,0,p,home_offset,Y,Enabled|Disabled,立即,Y,1,0x607C,0x00,Val,INTEGER32,-2147483648,2147483647,0,UU,"1、回零完成后当前位置的偏移量，可通过上位机的波形展示界面观察位置当前值。
2、回零偏移为负值时，位置正向偏移；回零偏移为正数时，位置负向偏移。",https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcn6MMGCqIYEUEqwXn2bOaH40,,61494,2,,,回零模式参数
Target Position Buff,目标位置缓存,App,32,,Array,INTEGER64,RW,-9223372036854775808,9223372036854775807,0,-,target_position_buff[129],Y,Enabled|Disabled,立即,Y,1,0x3547,,Array,INTEGER32,-2147483648,2147483647,0,-,往复运动的目标位置,https://hs9e67ygio.feishu.cn/wiki/wikcnmPmGnHAYnFuhkI37VSBAUd?from=from_copylink,,104,2,疑问,前后数据类型不一致,位置模式参数
Target Position Buff Size,目标位置缓存个数,App,33,,Val,UNS32,RW,1,129,1,-,target_position_buff_size,Y,Enabled|Disabled,立即,Y,1,0x3548,0x00,Val,UNS32,1,129,1,-,往复运动的目标位置个数,https://hs9e67ygio.feishu.cn/wiki/wikcnmPmGnHAYnFuhkI37VSBAUd?from=from_copylink,,364,2,,,位置模式参数
Identification Mode,辨识模式,App,34,,Val,INTEGER8,RW,0,127,0,Hz,ident_mode,Y,Disabled,立即,N,,,,,,-,-,-,-,,,,,,,,
Identification Current Frequency,辨识电流频率,App,35,,Val,UNS32,RW,1,4294967295,300,Hz,ident_current_freq,Y,Disabled,立即,Y,1,0x3502,0x00,Val,UNS32,1,4294967295,300,HZ,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,9,2,,,辨识功能参数
Identification Current Amplitude Relative ,辨识电流幅度相对值,App,36,,Val,UNS32,RW,1,200,100,%,ident_current_amp_relative,Y,Disabled,立即,Y,1,0x3503,0x00,Val,UNS32,1,200,100,%,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,11,2,,,辨识功能参数
Mechanical Identification Current Current Relative,机械辨识电流幅度相对值,App,37,,Val,UNS32,RW,1,200,100,%,mech_ident_current_amp_relative,Y,Disabled,立即,Y,1,0x3506,0x00,Val,UNS32,1,200,100,%,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,17,2,,,辨识功能参数
Mechanical Identification Motor Frequency,机械辨识电机频率,App,38,,Val,UNS32,RW,0,4294967295,0,Hz,mech_ident_motor_freq,Y,Enabled|Disabled,立即,Y,1,0x3504,0x00,Val,UNS32,0,4294967295,0,HZ,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,13,2,,,辨识功能参数
Mechanical Identification Motor Speed Relative,机械辨识电机速度相对值,App,39,,Val,UNS32,RW,1,100,10,%,mech_ident_motor_speed_relative,Y,Disabled,立即,Y,1,0x3505,0x00,Val,UNS32,1,100,10,RPM,机械辨识速度占应用速度限制值的百分比。,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,15,2,,,辨识功能参数
Mechanical Identification Position Lower Limit,机械辨识位置限制最小值,App,40,,Val,INTEGER64,RW,service_param_.app_position_lower_limit,9223372036854775807,-2147483647,p,mech_ident_position_lower_limit,Y,Disabled,立即,Y,1,0x3508,0x00,Val,INTEGER32,#VALUE!,2147483647,-2147483647,UU,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,21,2,疑问,无法计算402Lowlimit,辨识功能参数
Mechanical Identification Position Upper Limit,机械辨识位置限制最大值,App,41,,Val,INTEGER64,RW,-9223372036854775808,service_param_.app_position_upper_limit,2147483647,p,mech_ident_position_upper_limit,Y,Disabled,立即,Y,1,0x3507,0x00,Val,INTEGER32,-2147483648,#VALUE!,2147483647,UU,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,19,2,疑问,无法计算402Upplimit,辨识功能参数
Pole Pairs Identification Electrical Cycles,极对数辨识运行电周期数,App,42,,Val,UNS32,RW,1,100,1,-,pole_pairs_ident_elec_cycles,Y,Disabled,立即,Y,1,0x355B,0x00,Val,UNS32,1,100,1,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,390,2,,,辨识功能参数
Pole Pairs Identification Wait Time,极对数辨识等待稳定时间,App,43,,Val,UNS32,RW,1,100000,100,ms,pole_pairs_ident_wait_time,Y,Disabled,立即,Y,1,0x355C,0x00,Val,UNS32,1,100000,100,ms,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,392,2,,,辨识功能参数
Direction Identification Distance,方向辨识距离,App,44,,Val,UNS32,RW,1,100000,6,-,direction_ident_distance,Y,Disabled,立即,Y,1,0x355D,0x00,Val,UNS32,1,100000,6,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,394,2,,,辨识功能参数
Electrical Angle Identification Target Electrical Angle,电角度辨识目标电角度,App,45,,Val,UNS8,RW,0,5,0,pi/3,elec_angle_ident_target_elec_angle,Y,Disabled,立即,Y,1,0x35E7,,,UNS8,0,5,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,956,1,,,辨识功能参数
System Performance Verification Mode,系统性能评估模式,App,46,,Val,UNS8,RW,0,3,0,-,sys_perf_verf_mode,Y,Enabled|Disabled,立即,Y,1,0x35B1,0x06,Struct,UNS8,0,3,0,-,,,,790,1,,,
Reference Signal Type,参考信号类型,App,47,,Val,UNS8,RW,1,2,1,-,ref_signal_type,Y,Disabled,立即,Y,1,0x357C,0x00,Val,UNS8,1,2,1,-,0：step；1：sin,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcnqgoiey6SKGSsY5EYIBul9c,,458,1,,,参考信号模式参数
Reference Signal Control Object,参考信号控制对象,App,48,,Val,UNS8,RW,0,255,1,-,ref_signal_control_object,Y,Enabled|Disabled,立即,Y,1,0x35E8,0x00,Val,UNS8,0,255,1,,1：位置参考信号；2：速度参考信号；3：力矩参考信号；4：AB轴电压参考信号；5：D轴电流参考信号,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcnYGsqaQskOeyKqKZ2PJDYEc,,957,1,,,参考信号模式参数
Reference Signal_Amplitude,参考信号幅值,App,49,,Val,INTEGER32,RW,-2147483648,2147483647,0,p,ref_signal_amp,Y,Enabled|Disabled,立即,Y,1,0x357E,0x01,Struct,INTEGER32,-2147483648,2147483647,0,p,信号的幅值,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcnKeAAoIw6GC0KEkE0NgUO0m,,461,2,,,参考信号模式参数
Reference Signal Frequency,参考信号频率,App,50,,Val,UNS32,RW,0,4294967295,0,Hz,ref_signal_freq,Y,Enabled|Disabled,立即,Y,1000,0x357E,0x02,Struct,UNS32,0,4294967295,0,0.001Hz,信号的频率,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcnC8AaKcw0G26mANHsY1DX7g,,463,2,,,参考信号模式参数
Reference Signal Offset,参考信号偏移,App,51,,Val,INTEGER32,RW,-2147483648,2147483647,0,p,ref_signal_offset,Y,Enabled|Disabled,立即,Y,1,0x357E,0x03,Struct,INTEGER32,-2147483648,2147483647,0,p,信号的幅值偏移,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcnou2AKsWGGiiOGWc7eHkeph,,465,2,,,参考信号模式参数
Reference Signal Slope,参考信号斜率,App,52,,Val,INTEGER32,RW,-2147483648,2147483647,1,‰,ref_signal_slope,Y,Enabled|Disabled,立即,Y,1,0x357E,0x04,Struct,INTEGER32,-2147483648,2147483647,1,p/s,信号的最大上升斜率,https://hs9e67ygio.feishu.cn/wiki/wikcnULLfb0feP4dHry45S4WPWg#doxcn4AccEQK4iasy40b7tFlEtc,,467,2,,,参考信号模式参数
Buff Repetitive Enable,缓存往复开关,App,53,,Val,UNS8,RW,0,1,0,-,buff_repetitive_enable,Y,Enabled|Disabled,立即,Y,1,0x3546,0x00,Val,UNS8,0,1,0,-,"0：关闭
1：开启",https://hs9e67ygio.feishu.cn/wiki/wikcnmPmGnHAYnFuhkI37VSBAUd#doxcnIESekiGukWGyYHpFvcspfP,,102,1,,,位置模式参数
Force Slope,力控目标值上升斜率,App,54,,Val,REAL32,RW,1,3.40282347e+38,1,adc/s,force_slope,Y,Enabled|Disabled,立即,Y,1,0x356B,0x00,Val,UNS32,1,4294967295,1,adc/s,到达目标力的规划速度,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnqMMw6YYqCu2KiHxy5jsuXZ,,420,2,,,力控模式参数
Power On Auto Enable,上电自动使能开关,App,55,,Val,UNS8,RW,0,1,0,-,power_on_auto_enable,Y,Enabled|Disabled,立即,Y,1,0x3603,0x00,Val,UNS8,0,1,0,,"0：关闭
1：开启",https://hs9e67ygio.feishu.cn/wiki/wikcnyqVBOsHJpQVkxpDEazGGCh?from=from_copylink,,1004,1,,,基本控制参数
Velocity Control Mode,速度控制模式,App,56,,Val,UNS8,RW,0,1,1,-,velocity_control_mode,Y,Enabled|Disabled,立即,Y,1,0x3611,0x00,Val,UNS8,0,1,1,,"0：位置指令控制
1：速度指令控制",https://hs9e67ygio.feishu.cn/wiki/wikcnmVcV7v3ggnC06QqfGA7jXb#doxcn4aUMQiEcwcgK4UtvhTSxnd,,1026,1,,,速度模式参数
